subjective	1050	0	4	Good	1050-subjective0	positive	related
aspect	1050	5	11	Knives	1050-aspect1	unknown	related
aspect	1050	20	25	Money	1050-aspect2	unknown	related
aspect	1050	41	47	knives	1050-aspect3	unknown	related
subjective	1050	36	40	nice	1050-subjective4	positive	related
aspect	1050	54	67	70$ knife set	1050-aspect5	unknown	related
subjective	1050	78	105	wouldn't be worth much more	1050-subjective6	negative	related
subjective	1050	142	157	relatively nice	1050-subjective7	positive	related
aspect	1050	158	163	steel	1050-aspect8	unknown	related
aspect	1050	169	188	sides of the knives	1050-aspect9	unknown	related
subjective	1050	193	205	not polished	1050-subjective10	negative	related
aspect	1050	214	221	notches	1050-aspect11	unknown	related
aspect	1050	229	242	santoku blade	1050-aspect12	unknown	related
subjective	1050	247	252	rough	1050-subjective13	negative	related
aspect	1050	295	302	notches	1050-aspect14	unknown	related
aspect	1050	310	315	blade	1050-aspect15	unknown	related
aspect	1050	324	334	vegetables	1050-aspect16	unknown	related
aspect	1050	360	365	blade	1050-aspect17	unknown	related
subjective	1050	392	397	rough	1050-subjective18	negative	related
aspect	1050	398	403	steel	1050-aspect19	unknown	related
aspect	1050	435	458	high end set of Henckel	1050-aspect20	unknown	foreign
aspect	1050	462	475	Wustof knives	1050-aspect21	unknown	foreign
aspect	1050	495	501	knives	1050-aspect22	unknown	related
subjective	1050	507	517	serve fine	1050-subjective23	positive	related
subjective	1051	2	16	seriously LOVE	1051-subjective0	positive	related
aspect	1051	23	29	knives	1051-aspect1	unknown	related
aspect	1051	57	60	set	1051-aspect2	unknown	foreign
aspect	1051	136	139	set	1051-aspect3	unknown	related
aspect	1051	170	175	these	1051-aspect4	unknown	related
subjective	1051	180	185	great	1051-subjective5	positive	related
aspect	1051	240	247	quality	1051-aspect6	unknown	related
subjective	1051	251	261	unbeatable	1051-subjective7	positive	related
subjective	1051	272	277	thick	1051-subjective8	positive	related
subjective	1051	282	292	very sharp	1051-subjective9	positive	related
aspect	1051	313	317	look	1051-aspect10	unknown	related
subjective	1051	318	323	great	1051-subjective11	positive	related
aspect	1051	330	337	counter	1051-aspect12	unknown	related
aspect	1051	343	351	scissors	1051-aspect13	unknown	related
subjective	1051	358	379	have been made better	1051-subjective14	negative	related
subjective	1051	381	393	did not like	1051-subjective15	negative	related
aspect	1051	394	398	them	1051-aspect16	unknown	related
aspect	1051	434	437	set	1051-aspect17	unknown	related
subjective	1051	459	486	STILL gave this set 5 stars	1051-subjective18	positive	related
